COD,DESC,CANTIDAD,COMPRO,CLIENTES,MESES,PESO,ANCHO,LARGO,ALTO,CD
ROD507SKF16,SYK 507,6,1,1,1,0.2462,45,164,93,CD9
ROD507SKF15,SYF 507,0,2,1,2,0.9156,45,103,92,CD9
ROD30SKF92,SYF 30 TF,18,3,2,1,1.038,64,104,106,CD2
ROD30SKF89,SY 30 FM,12,1,1,1,1.161,57,101,174,CD9
ROD207PEE13,PER.CP207-HA,26,12,8,9,1.22,175,100,58,CD1
ROD507SKF14,SY 507 M,642,161,68,35,1.073,45,160,93,AB1
ROD35SKF62,SY 35 FM,2,1,1,1,1.5476,57,101,174,OO9
ROD35SKF63,SY 35 TF,388,49,25,25,1.5488,57,101,174,AC1
ROD207SKF23,UCP 207,181,8,5,7,1.627,55,99,170,BC1
ROD508SKF12,SY 508 M,598,132,58,36,1.283,48,175,99,AB1
ROD40SKF75,SY 40 TF,178,50,26,24,1.88,63,107,184,BC1
ROD208SKF24,UCP 208,17,4,4,3,2.186,68,119,191,CD1
ROD508SKF13,SYF 508,10,2,1,2,1.1122,48,116,98,CD9
ROD209PEE4,PER.CP209-HA,46,18,14,11,1.798,195,115,63,CC1
ROD509SKF11,SY 509 M,264,106,58,34,1.494,48,187,107,BB1
ROD45SKF31,SY 45 TF,71,13,9,9,2.225,73,124,200,BD1
ROD209SKF17,UCP 209,6,4,3,4,2.419,66,127,222,CD2
ROD1SKF24,SY 1.5/8 TF,9,3,1,3,2.2294,73,124,200,CD9
ROD510SKF7,SY 510 M,728,156,64,35,1.9485,54,203,114,AB1
ROD50SKF44,SY 50 TF,165,37,20,24,2.741,71,132,231,AC1
ROD50SKF45,SY 50 TF/VA201,1,1,1,1,2.85,66,122,214,CD9
ROD210SKF26,UCP 210,44,5,4,3,2.891,66,127,222,BD1
ROD30SKF94,SYWK 30 YTH,10,3,1,3,0.5647,57,101,174,CD9
ROD506SKF17,SYWK 506 Y,6,1,1,1,0.2201,40,159,82,CD9
ROD511SKF10,SY 511 M,330,97,48,33,2.57,60,219,125,AB1
ROD35SKF66,SYWK 35 YTH,2,1,1,1,0.7562,57,101,174,CD9
ROD20SKF3,FY 20 TF,20,3,2,3,0.5712,57,94,96,CD2
ROD55SKF15,SY 55 TF,15,6,5,5,3.69,83,145,251,CD2
ROD211SKF22,UCP 211,4,1,1,1,3.94,81,145,245,CD9
ROD55SKF16,SY 55 WF,8,6,1,6,3.934,83,145,251,CD9
ROD512SKF8,SY 512 M,218,78,31,29,3.013,60,240,137,AB1
ROD60SKF26,SY 60 TF,114,19,9,12,4.529,81,157,274,AC1
ROD60SKF27,SY 60 TF/VA201,3,1,1,1,4.734,83,145,251,BD9
ROD212SKF30,UCP 212,13,5,4,4,5.04,80,156,261,CD1
ROD513SKF8,SY 513 M,82,28,15,17,3.8265,65,257,150,BC1
ROD65SKF9,SY 65 TF,1,1,1,1,5.7145,81,157,274,CD9
ROD514SKF2,SYJ 514,19,10,3,9,4.549,83,160,285,CD1
ROD515SKF8,SYJ 515,6,1,1,1,5.54,93,187,310,OO9
ROD75SKF7,SYJ 75 TF,8,7,3,3,7.7,93,187,310,BD2
ROD516SKF6,SYJ 516,6,5,3,5,6.205,93,187,310,CD2
ROD520SKF11,SYJ 520,2,2,1,2,12.645,119,240,404,CD9
ROD507SKF7,FYC 507,5,4,3,4,1.1565,135,135,34,CD2
ROD508SKF5,FYC 508,58,31,27,21,1.352,145,145,36,CC1
ROD509SKF6,FYC 509,27,7,4,6,2.031,160,160,38,CD2
ROD510SKF4,FYC 510,68,5,3,3,2.215,165,165,40,BD2
ROD40SKF9,FYC 40 TF,6,1,1,1,2.008,70,157,161,OO9
ROD504SKF,FY 504 M,242,29,13,15,0.413,86,86,29,BC1
ROD504SKF3,FYK 504,3,3,1,3,0.127,86,86,30,CD9
ROD20SKF2,FY 20 FM,20,1,1,1,0.595,57,94,96,OO9
ROD505SKF4,FY 505 M,380,68,37,30,0.551,95,95,30,BB1
ROD505SKF7,FYK 505,20,3,1,2,0.148,95,95,31,CD9
ROD25SKF3,FY 25 TF,20,12,9,9,0.756,49,104,106,CD1
ROD205SKF16,UCF 205,12,1,1,1,0.6719,47,102,102,CD9
ROD506SKF4,FY 506 M,727,166,65,35,0.754,108,108,32,AB1
ROD506SKF7,FYK 506,34,4,2,4,0.1937,108,108,33,CD2
ROD30SKF19,FYWK 30 YTH,12,2,2,2,0.576,55,124,126,CD9
ROD506SKF11,FYWK 506 Y,8,2,1,2,0.239,108,108,33,OO9
ROD30SKF5,FY 30 TF,244,63,26,30,1.119,55,124,126,AB1
ROD206SKF18,UCF 206,99,7,6,6,0.9609,53,122,122,BD1
ROD30SKF6,FY 30 TF/VA201,3,1,1,1,1.113,49,114,116,OO9
ROD507SKF6,FY 507 M,639,149,75,33,0.8969,118,118,34,AB1
ROD507SKF8,FYK 507,4,2,1,2,0.25,118,118,35,CD9
ROD35SKF3,FY 35 TF,227,51,30,24,1.38,55,124,126,BC1
ROD207SKF21,UCF 207,35,4,3,4,1.3393,53,122,122,CD2
ROD35SKF6,FYK 35 TR,16,2,1,2,0.73,55,124,126,CD9
ROD35SKF4,FY 35 TF/VA201,4,1,1,1,1.38,55,124,126,CD9
ROD508SKF4,FY 508 M,863,183,80,36,1.241,130,130,38,AB1
ROD208PEE3,PER.F208-HT,68,19,16,12,1.276,143,143,38,#N/A
ROD30SKF7,FYC 30 TF,8,2,2,2,1.308,63,144,146,CD9
ROD35SKF5,FYC 35 TF,5,1,1,1,1.6248,63,144,146,CD9
ROD40SKF6,FY 40 TF,211,58,30,28,1.849,63,144,146,AB1
ROD208SKF22,UCF 208,15,7,6,6,1.8046,61,142,142,CD1
ROD40SKF5,FY 40 FM,3,1,1,1,1.893,63,144,146,CD9
ROD509SKF5,FY 509 M,541,114,55,33,1.367,137,137,39,AB1
ROD209PEE3,PER.ASM-F-209-H,45,25,16,17,1.426,143,143,38,CC1
ROD25SKF4,FYC 25 TF,2,1,1,1,0.9925,55,124,126,OO9
ROD45SKF3,FY 45 TF,35,10,9,9,2.073,63,144,146,CD1
ROD209SKF16,UCF 209,4,1,1,1,2.0931,61,142,142,CD9
ROD510SKF3,FY 510 M,494,131,59,33,1.576,143,143,43,AB1
ROD50SKF4,FY 50 FM,4,2,1,2,2.315,70,157,161,CD9
ROD50SKF5,FY 50 TF,108,38,20,26,2.335,70,157,161,BC1
ROD210SKF25,UCF 210,14,5,3,3,2.361,65,152,152,CD2
ROD50SKF6,FY 50 TF/VA201,8,2,2,2,2.443,70,157,161,OO9
ROD511SKF5,FY 511 M,255,89,38,31,2.322,162,162,47,BB1
ROD55SKF3,FY 55 TF,9,5,5,5,3.502,73,177,181,CD1
ROD512SKF6,FYC 512,2,1,1,1,3.53,195,195,46,CD9
ROD512SKF5,FY 512 M,286,96,46,33,2.598,175,175,52,AB1
ROD60SKF2,FY 60 TF,47,17,13,14,4.104,83,187,191,BC1
ROD212SKF29,UCF 212,125,6,4,5,4.1883,78,182,182,AD1
ROD65SKF,FY 65 TF,16,4,4,4,5.025,86,197,201,CD2
ROD513SKF4,FY 513 M,32,12,7,11,3.151,187,187,52,CC1
ROD514SKF,FYJ 514,54,30,12,21,3.85,85,205,212,BC1
ROD216SKF16,UCF 216,3,2,2,2,7.44,85,215,215,CD2
ROD80SKF,FYJ 80 TF,16,3,1,2,6.926,91,214,221,OO9
ROD518SKF5,FYJ 518,14,11,3,9,6.9,105,245,252,CD2
ROD504SKF13,TU 504 M,2,1,1,1,0.7745,92,97,34,CD9
ROD515SKF5,FYJ 515,12,10,5,9,4.465,85,205,212,CC1
ROD20SKF84,TU 20 TF,6,1,1,1,0.9262,48,97,111,CD9
ROD505SKF19,TU 505 M,46,19,14,15,0.6865,91,100,34,CC1
ROD25SKF85,TU 25 TF,10,5,3,5,0.895,48,97,111,CD2
ROD506SKF21,TU 506 M,91,29,17,15,0.951,104,114,37,BC1
ROD507SKF20,TU 507 M,84,25,18,16,1.114,103,129,37,BC1
ROD507SKF21,TU 507 M + YEL 207 2F,7,2,1,2,,,,,OO9
PHG185SKF2,PHG B185,1,1,1,1,,,,,CD9
ROD35SKF67,TU 35 TF,24,10,7,9,1.5845,55,108,140,CD1
ROD508SKF19,TU 508 M,100,23,14,16,1.74,115,145,49,BC1
ROD510SKF14,TUJ 510,2,1,1,1,1.8,117,149,49,OO9
ROD509SKF20,TU 509 M,105,25,11,16,1.751,117,144,49,BC1
ROD50SKF49,TU 50 TF,31,12,9,10,2.46,67,122,160,BC1
ROD510SKF13,TU 510 M,142,40,25,25,1.62,117,149,49,BC1
ROD511SKF18,TU 511 M,45,18,9,14,3.06,146,171,64,CC1
ROD512SKF13,TUJ 512,37,18,5,12,3.115,146,186,60,BC1
ROD55SKF22,TU 55 TF,4,1,1,1,4.006,83,154,187,CD9
ROD503SKF2,FYTB 503 M,15,6,4,5,0.2492,57,98,26,CD1
ROD204SKF32,FL 204,10,1,1,1,,,,,CD9
ROD504SKF4,FYTB 504 M,498,70,38,29,0.294,60,112,29,BB1
ROD20SKF7,FYTB 20 TF,176,41,13,23,0.4515,49,78,140,BC1
ROD204SKF15,UCFL 204,22,3,3,3,0.439,39,67,134,CD2
ROD207SKF4,ECY 207,5,1,1,1,0.0174,81,81,27,CD9
ROD35SKF9,FYTB 35 TF,25,10,7,8,1.238,57,101,174,CD1
ROD207SKF22,UCFL 207,103,3,2,3,1.188,70,166,166,BD2
ROD50SKF50,TUJ 50 TF,2,1,1,1,2.645,67,122,160,OO9
ROD505SKF8,FYTB 505 M,354,96,54,31,0.398,70,124,30,BB1
ROD25SKF8,FYTB 25 FM,8,1,1,1,0.6073,49,78,140,CD9
ROD25SKF9,FYTB 25 TF,212,43,23,25,0.607,49,78,140,BC1
ROD205SKF17,UCFL 205,34,4,4,4,0.627,47,76,136,CD1
ROD30SKF15,FYTB 30 TF,97,26,14,16,0.89,57,101,174,BC1
ROD506SKF8,FYTB 506 M,570,102,52,35,0.569,83,141,32,BB1
ROD30SKF14,FYTB 30 FM,4,1,1,1,0.9055,57,101,174,OO9
ROD506SKF9,FYTBK 506,45,7,3,5,0.1537,83,142,33,CD1
ROD507SKF9,FYTB 507 M,371,91,42,32,0.765,96,156,34,BB1
ROD508SKF7,FYTB 508 M,402,73,42,31,0.992,102,171,38,BB1
ROD40SKF11,FYTB 40 TF,43,15,5,10,1.6135,63,107,184,CC1
ROD208SKF23,UCFL 208,5,3,3,2,1.555,119,191,68,CD2
ROD509SKF8,FYTB 509 M,61,21,14,15,1.169,111,178,39,CC1
ROD45SKF7,FYTB 45 TF,0,2,2,2,1.89,73,124,200,CD9
ROD50SKF8,FYTB 50 TF,49,10,5,8,2.193,71,132,231,BC1
ROD507SKF12,FYTJ 507,10,2,2,1,0.83,96,161,34,CD2
ROD50SKF7,FYC 50 TF,114,4,2,4,3.025,73,177,181,CD9
ROD510SKF5,FYTB 510 M,132,23,16,16,1.383,116,189,43,BC1
ROD210SKF22,TSN 210 A,6,1,1,1,0.095,15,200,150,OO9
ROD210SKF3,ECOTSN210-50 2L,16,1,1,1,,,,,CD9
ROD212SKF26,TSN 212 A,1,1,1,1,0.1188,20,200,150,CD9
ROD212SKF28,ECOTSN212,4,1,1,1,,,,,OO9
ROD215SKF20,TSN 215 A,4,2,2,2,0.1303,20,200,150,CD9
ROD218SKF14,TSN 218 L,5,3,3,3,0.0644,15,200,150,CD2
ROD520SKF19,ECOTSN520-617-90 LV,8,2,1,2,,,,,BD9
ROD222SKF17,TSN 222 L,16,7,1,6,0.0756,35,200,150,OO9
ROD224SKF11,TSN 224 L,6,1,1,1,0.0782,35,200,150,CD9
ROD224SKF12,TSN 224 S,2,1,1,1,0.9312,36,174,176,CD9
ROD215SKF2,ECOTSN215-85 2L,4,2,1,2,,,,,OO9
ROD228SKF10,TSO 228,2,1,1,1,13.68,294,294,317,BD9
ROD230SKF13,TSN 230 A,6,1,1,1,0.426,35,250,220,CD9
ROD232SKF7,TSO 232,0,2,1,2,17.38,294,294,317,BD9
ROD230SKF15,TSN 230 L,29,13,4,9,0.092,35,250,220,CD1
ROD47SKF9,PFT 47,30,9,6,9,0.98,30,200,200,CD1
ROD52SKF12,PFT 52,76,25,17,18,1.077,30,190,200,CC1
ROD510SKF15,ECOTSN510-608-40 2L HPU,2,1,1,1,,,,,CD9
ROD310SKF25,TSN 310 A,11,5,3,5,0.082,15,200,150,CD2
ROD512SKF14,ECOTSN512-610-60 L NBR,14,2,2,2,,,,,CD9
ROD62SKF15,PFT 62,15,6,4,5,1.78,25,250,240,CD2
ROD313SKF25,TSN 313 A,18,4,3,3,0.1188,20,200,150,CD2
ROD72SKF9,PFT 72,43,13,7,7,1.984,40,250,270,CC1
ROD52SKF11,PFD 52,42,16,14,12,0.121,81,93,18,CC1
ROD62SKF14,PFD 62,48,17,14,12,1.75,50,240,250,CC1
ROD72SKF8,PFD 72,28,17,15,14,2.23,50,240,260,CC1
ROD319SKF14,TSN 319 A,2,1,1,1,0.3431,35,200,150,CD9
ROD314SKF21,TSN 314 A,11,4,1,3,0.1283,20,200,150,OO9
ROD45SKF30,PF 45 TF,10,1,1,1,,,,,CD9
ROD3034SKF6,TSN 3034 S,4,1,1,1,3.664,34,226,224,OO9
ROD3034SKF5,ECOTSN3034 G,4,1,1,1,,,,,OO9
ROD518SKF2,ECOTSN518-615-90 2L,14,2,1,2,,,,,CD9
ROD47SKF8,PF 47,7,3,3,3,1.622,50,190,200,CD9
ROD52SKF10,PF 52,99,27,18,19,0.179,95,95,18,CC1
ROD62SKF13,PF 62,116,51,36,27,2.97,40,250,300,CC1
ROD72SKF7,PF 72,130,64,34,28,3.38,50,240,240,CC1
ROD80SKF21,PF 80,47,26,23,17,3.493,60,290,300,CC1
ROD85SKF6,PF 85,36,12,9,9,3.43,60,310,230,CD1
ROD505SKF16,TSN 505 C,10,1,1,1,0.061,15,200,150,CD9
ROD90SKF9,PF 90,8,1,1,1,4.05,60,290,300,CD9
ROD506SKF19,TSN 506 C,10,2,1,2,0.064,15,200,150,CD9
ROD506SKF18,TSN 506 A,62,11,4,9,0.064,15,200,150,CD2
ROD507SKF18,TSN 507 L,175,37,17,22,0.0434,15,200,150,BC1
ROD508SKF17,TSN 508 L,181,58,22,30,0.0444,15,200,150,BB1
ROD509SKF14,TSN 509 A,21,11,3,11,0.0755,15,200,150,CD1
ROD509SKF17,TSN 509 L,549,116,45,34,0.0452,15,200,150,AB1
ROD509SKF18,TSN 509 S,10,3,3,3,0.214,24,165,120,CD2
ROD511SKF14,TSN 511 C,2,1,1,1,0.0935,15,200,150,CD9
ROD510SKF10,TSN 510 C,6,1,1,1,0.0868,15,200,150,CD9
ROD510SKF11,TSN 510 L,388,109,43,33,0.0462,15,200,150,BB1
ROD511SKF13,TSN 511 A,2,3,1,1,0.0863,15,200,150,CD9
ROD511SKF2,ECOTSN511-609-50 L2,4,1,1,1,,,,,CD9
ROD511SKF12,TK 511,4,1,1,1,1.555,135,134,77,CD9
ROD511SKF16,TSN 511 L,715,154,61,35,0.0472,15,200,150,AB1
ROD511SKF17,TSN 511 S,6,2,2,2,0.26,24,165,120,OO9
ROD512SKF10,TSN 512 L,254,84,38,30,0.0486,15,200,150,BB1
ROD513SKF9,TK 513,18,2,1,2,,,,,AD9
ROD513SKF10,TSN 513 A,34,7,4,6,0.0995,20,200,150,CD1
ROD513SKF12,TSN 513 L,1115,261,81,36,0.0512,15,200,150,AB1
ROD513SKF14,TSN 513 S,34,8,4,7,0.2986,24,165,120,CD9
ROD515SKF10,TSN 515 L,283,95,31,32,0.0536,15,200,150,BB1
ROD516SKF9,TSN 516 A,1,1,1,1,0.134,20,200,150,CD9
ROD516SKF11,TSN 516 L,713,157,59,36,0.055,15,200,150,AB1
ROD517SKF9,TK 517,10,3,1,3,2.695,172,204,86,BD9
ROD517SKF10,TSN 517 A,0,4,2,2,0.13,20,200,150,CD9
ROD517SKF12,TSN 517 L,515,135,44,34,0.056,15,200,150,AB1
ROD517SKF14,TSN 517 S,8,3,3,3,0.5,28,165,126,CD2
ROD518SKF10,TSN 518 A,3,2,2,2,0.177,20,200,150,CD9
ROD518SKF13,TSN 518 L,581,135,44,36,0.057,15,200,150,BB1
ROD518SKF14,TSN 518 S,36,5,2,5,0.5391,28,150,126,OO9
ROD522SKF13,TSNE 522-619,2,1,1,1,,,,,CD9
ROD519SKF4,TSN 519 A,2,1,1,1,0.3351,35,200,150,CD9
ROD519SKF5,TSN 519 L,137,49,23,25,0.0764,35,200,150,BC1
ROD519SKF6,TSN 519 S,0,2,1,2,1.527,37,150,148,CD9
ROD520SKF13,TSN 520 A,6,2,2,2,0.3624,35,200,150,CD9
ROD520SKF14,TSN 520 L,313,108,34,33,0.08,35,200,150,BB1
ROD520SKF15,TSN 520 S,24,11,2,9,1.521,37,150,148,CD1
ROD40SKF62,P 40,10,1,1,1,0.63,30,190,200,OO9
ROD52SKF9,P 52,10,1,1,1,0.105,32,108,56,CD9
ROD62SKF12,P 62,6,2,2,2,1.768,35,190,220,CD9
ROD505SKF11,SNL 505,10,1,1,1,1.4265,67,165,75,CD9
ROD34SKF4,TS 34,19,4,2,4,2.156,185,185,43,BD9
ROD40SKF81,TS 40/150,4,1,1,1,4.8,215,215,42,CD9
ROD44SKF3,TS 44,21,5,4,5,2.76,235,235,42,BD2
ROD40SKF80,TS 40,7,8,2,5,2.535,215,215,42,OO9
ROD208SKF19,SE 208-307,4,1,1,1,3.28,85,205,108,CD9
ROD506SKF12,SNL 506-605,16,5,4,5,1.9906,77,185,90,BD2
ROD507SKF13,SE 507-606,95,37,18,25,2.59,82,185,93,BC1
ROD218SKF13,SNL 218,4,2,2,2,12.131,140,345,194,CD9
ACO100SKF6,PHE L100NR,23,14,5,11,0.033,65,65,18,CC1
ROD508SKF9,SE 508-607/VU801,165,62,24,30,3.4789,85,205,108,AB1
ROD509SKF10,SE 509/VU801,407,128,56,36,3.3536,85,205,109,AB1
ROD210SKF21,SE 210,6,1,1,1,3.68,90,205,114,CD9
ROD510SKF6,SE 510-608/VU801,221,95,42,34,3.86,90,205,114,AB1
ROD212SKF25,SE 212,2,2,2,2,5.7475,105,255,134,CD9
ROD213SKF24,SNL 213,8,5,3,3,6.57,110,275,150,CD9
ROD215SKF19,SE 215,7,5,2,4,8.09,115,280,156,CD9
ROD511SKF9,SNL 511-609/VU801,407,126,57,34,4.8,95,255,128,AB1
ROD512SKF7,SNL 512-610/VU801,233,105,42,35,5.34,105,255,134,AB1
ROD513SKF7,SNL 513-611/VU801,658,198,66,36,7,110,275,150,AB1
ROD515SKF7,SNL 515-612/VU801,255,101,42,29,7.57,115,280,156,AB1
ROD516SKF5,SNL 516-613/VU801,640,137,47,35,9.555,120,315,177,AB1
ROD517SKF7,SNL 517/VU801,268,109,38,35,10.076,128,320,183,AB1
ROD518SKF7,SNL 518-615/VU801,308,113,35,34,13.088,140,345,194,AB1
ROD519SKF2,SNL 519-616/VU801,80,36,19,24,14.158,145,345,210,AC1
ROD520SKF9,SNL 520-617/VU801,241,116,29,33,18.4,160,380,215,AB1
ROD522SKF7,TK 522,32,8,2,5,3.843,203,222,118,AD2
ROD522SKF8,TSN 522 A,1,1,1,1,0.408,35,200,150,CD9
ROD522SKF10,TSN 522 L,325,101,31,33,0.083,35,200,150,BB1
ROD510SKF8,TK 510,7,3,1,3,0.988,114,114,66,BD9
ROD526SKF5,TK 526,15,3,1,3,5.243,223,242,131,AD9
ROD526SKF6,TSN 526 A,5,4,2,4,0.496,35,250,220,CD9
ROD526SKF7,TSN 526 L,63,25,10,15,0.1134,35,250,220,CC1
ROD526SKF8,TSN 526 ND,1,1,1,1,2.787,185,184,102,CD9
ROD526SKF9,TSN 526 S,2,1,1,1,2.2051,38,184,184,CD9
ROD226SKF12,TSN 226 L,4,2,1,2,0.0816,35,250,220,OO9
ROD528SKF6,TSN 528 L,149,39,13,21,0.1172,35,250,220,BC1
ROD528SKF7,TSN 528 S,12,4,2,4,2.3639,34,196,194,OO9
ROD530SKF5,TK 530,14,8,1,6,6.389,250,252,141,BD1
ROD530SKF8,TSN 530 L,125,38,14,20,0.1286,35,250,220,BC1
ROD530SKF10,TSN 530 S,0,2,1,2,2.92,34,206,204,CD9
ROD524SKF7,TK 524,58,18,1,14,4.643,223,242,131,AC1
ROD524SKF10,TSN 524 L,119,32,13,21,0.104,35,250,220,BC1
ROD528SKF3,TK 528,12,3,1,3,6.059,250,252,141,BD9
ROD522SKF5,SNL 522-619/VU801,195,99,26,32,22.5,175,410,239,AB1
ROD524SKF5,SNL 524-620/VU801,56,26,12,16,27.82,185,410,271,AC1
ROD526SKF4,SNL 526/VU801,44,26,10,21,34.56,190,445,290,AC1
ROD228SKF7,SONL 228-528,1,1,1,1,86.4,280,500,426,BD9
ROD3028SKF2,SNLN 3028,2,1,1,1,30,265,415,175,CD9
ROD3034SKF4,SNLN 3034,2,2,2,2,49.5,205,530,318,CD9
ROD3040SKF4,SNL 3040,2,1,1,1,97.6,260,560,374,OO9
ROD3036SKF4,SNL 3036,2,1,1,1,65.9595,230,510,170,BD9
ROD3036SKF5,SNL 3036 V,3,2,1,2,,,,,BD9
ROD232SKF6,SONL 232-532,0,2,1,2,119,278,560,458,BD9
ROD532SKF6,TSN 532 L,28,12,5,11,0.1392,35,250,220,CC1
ROD532SKF8,TSN 532 S,2,1,1,1,3.3304,34,216,214,OO9
ROD528SKF2,SNL 528/VU801,42,24,10,17,40.4,205,500,302,AC1
ROD530SKF4,SNL 530/VU801,42,27,10,15,51.94,220,530,323,AC1
ROD532SKF3,SNL 532,14,18,7,9,58.8,235,550,344,AD1
ROD606SKF,TSN 606 C,2,1,1,1,0.087,15,200,150,CD9
ROD608SKF13,TSN 608 L,10,5,1,4,0.0488,15,200,150,CD2
ROD609SKF10,TSN 609 L,7,2,2,2,0.05,15,200,150,CD9
ROD610SKF2,TSN 610 L,45,17,5,14,0.0508,15,200,150,CD1
ROD611SKF,TSN 611 A,1,1,1,1,0.1148,20,200,150,CD9
ROD611SKF3,TSN 611 L,74,28,15,21,0.0518,15,200,150,CC1
ROD612SKF3,TSN 612 L,69,28,11,19,0.056,15,200,150,CC1
ROD613SKF,TSN 613 A,2,1,1,1,0.1491,20,200,150,CD9
ROD613SKF4,TSN 613 L,424,51,9,20,0.0574,15,200,150,CC1
ROD615SKF2,TSN 615 L,83,33,7,21,0.0692,35,200,150,CC1
ROD616SKF2,TSN 616 L,50,18,9,12,0.1054,35,200,150,CD1
ROD617SKF2,TSN 617 L,48,21,4,15,0.1094,35,200,150,CD2
ROD617SKF3,TSN 617 S,8,4,1,3,2.025,37,150,148,BD9
ROD619SKF9,TSN 619 A,5,3,1,2,0.443,35,250,220,CD9
ROD524SKF4,ECOTSN524-620-90 2L,11,6,1,6,,,,,OO9
ROD520SKF17,ECOTSN520-617-90 2L,4,1,1,1,,,,,OO9
ROD524SKF3,ECOTSN524-620-110 2L,20,1,1,1,,,,,BD9
ROD524SKF22,ECOTSN524-620-110 LV,8,1,1,1,,,,,BD9
ROD618SKF9,SAF 618 c/OBT.H-ECOPUR,2,1,1,1,,,,,OO9
ROD622SKF,SAF 622,4,1,1,1,48.5,205,475,290,BD9
ROD3134SKF3,SNL 3134,7,5,4,5,69.5,230,510,335,CD9
ROD3136SKF4,SNL 3136,3,3,2,2,76.5,240,530,355,BD9
ROD3038SKF4,SNL 3038,2,1,1,1,79.05,240,530,355,BD9
ROD3038SKF5,SNL 3038 V,3,3,1,3,,,,,BD9
ROD520SKF12,TFL 520,2,3,2,1,0.032,145,150,9,CD2
ROD117SKF2,LOR 117,1,1,1,1,0.1588,26,135,135,OO9
ROD140SKF4,LOR 140,4,1,1,1,0.2495,26,175,175,CD9
ROD517SKF8,TFL 517,1,1,1,1,0.024,145,150,8,OO9
ROD505SKF,ASNH 505,14,3,1,2,0.02,40,40,6,CD9
ROD509SKF,ASNH 509,10,5,4,4,0.011,7,78,78,CD1
ROD510SKF,ASNH 510-608,9,1,1,1,0.012,7,78,78,CD9
ROD511SKF,ASNH 511-609,62,6,2,4,0.015,7,78,78,CD2
ROD512SKF,ASNH 512-610,18,5,2,4,0.0175,6,103,103,CD9
ROD513SKF,ASNH 513-611,65,14,5,14,0.0205,6,103,103,CC1
ROD3064SKF3,SNL 3064 GV,2,2,1,2,299,350,830,590,AD9
ROD515SKF2,ASNH 515-612,24,6,3,4,0.025,6,103,103,CD2
ROD516SKF,ASNH 516-613,13,9,4,6,0.025,6,103,103,CD1
ROD517SKF,ASNH 517,32,6,3,5,0.029,7,113,113,CD1
ROD518SKF,ASNH 518-615,8,5,5,5,0.031,7,113,113,CD1
ROD520SKF,ASNH 520-617,9,6,3,5,0.076,163,162,94,CD2
ROD524SKF,ASNH 524-620,0,2,1,1,0.1018,167,167,7,CD9
ROD526SKF,ASNH 526,1,1,1,1,0.11,34,196,194,CD9
ROD528SKF,ASNH 528,3,2,2,2,0.176,34,216,214,CD2
ROD530SKF,ASNH 530,8,2,1,2,0.1413,7,215,215,OO9
ROD34SKF3,TK 34,4,1,1,1,9.0075,353,372,89,BD9
ROD55SKF18,SYNT 55 F,6,1,1,1,6.146,70,255,137,BD9
ROD55SKF19,SYNT 55 L,12,5,1,4,6.2,70,255,137,BD1
ROD30202SKF,30202,15,1,1,1,,,,,CD9
ROD30203SKF,30203,1013,226,104,35,0.0812,23,55,57,BB1
ROD30203PEE,PER.30203,254,43,11,24,0.082,45,45,14,CC1
ROD30204SKF,30204,3978,612,227,36,0.1306,21,54,54,AB1
ROD30204PEE,PER.30204,242,44,15,23,0.131,64,64,19,CC1
ROD30205SKF,30205 J2/Q,5449,879,323,36,0.1566,22,75,75,AB1
ROD30205SKF2,30205 J2/QVB003,495,50,33,19,0.1576,21,54,54,BB1
ROD30205PEE2,PER.30205,303,76,29,26,0.159,64,64,19,CC1
ROD30206SKF,30206 J2/Q,5943,1120,409,36,0.2324,22,65,67,AA1
ROD30206PEE2,PER.30206,232,65,41,24,0.236,64,64,19,CC1
ROD30207SKF,30207 J2/Q,4196,891,342,36,0.33,110,80,75,AB1
ROD30207PEE,PER.30207,109,54,37,20,0.344,79,79,22,OO9
ROD30208PEE,30208,4609,1109,380,36,0.433,25,84,86,OO9
ROD30208PEE2,PER.30208,116,53,33,21,0.436,90,90,22,CC1
ROD30209SKF,30209,2629,683,287,36,0.492,27,94,96,AB1
ROD30209PEE,PER.30209,120,65,46,22,0.488,90,90,22,CC1
ROD30210SKF,30210,1650,443,192,36,0.5548,27,94,96,AB1
ROD526SKF2,BT1-0526,1,1,1,1,0.5542,27,94,96,CD9
ROD30210PEE2,PER.30210,27,14,11,8,0.555,110,110,32,CD9
ROD30211SKF,30211 J2/Q,1483,407,196,36,0.73,29,104,106,AB1
ROD30211PEE,PER.30211-N90,1116,83,55,24,,,,,AB1
ROD30212SKF,30212 J2/Q,1396,267,112,36,0.918,31,114,116,AB1
ROD30212PEE,PER.30212-G,115,29,20,20,0.91,121,121,30,CC1
ROD30213SKF,30213,236,83,53,33,1.141,33,124,126,AB1
ROD30214SKF,30214 J2/Q,200,90,47,32,1.251,35,134,136,AB1
ROD30215SKF,30215,171,71,33,31,1.405,35,134,136,BB1
ROD30216SKF,30216 J2/Q,101,48,32,26,1.669,32,144,146,BC1
ROD30217SKF,30217 J2/Q,27,18,16,11,2.095,40,155,157,BC1
ROD30218SKF,30218 J2,33,25,15,16,2.551,41,168,165,BC1
ROD30219SKF,30219,37,19,8,12,3.06,43,174,176,BC1
ROD30220SKF,30220,40,26,17,17,3.706,45,184,186,BC1
ROD30220SKF2,30220 J2/DF,40,1,1,1,7.874,208,208,80,AD9
ROD30221SKF,30221 J2,14,14,8,10,4.428,218,218,48,BC1
