COD,DESC,CANTIDAD,COMPRO,CLIENTES,MESES,PESO,ANCHO,LARGO,ALTO,CD
PHG85SKF3,PHG B85,498,122,51,34,0.4135,229,229,51,BB1
PHG86SKF2,PHG B86,201,51,30,26,0.36,232,232,51,BB1
PHG87SKF3,PHG B87,215,69,19,30,0.4015,234,234,51,BB1
PHG87SKF4,PHG BX87,1,1,1,1,0.3546,234,234,51,CD9
PHG85SKF4,PHG BB85,47,9,5,7,0.5634,291,291,51,CD1
PHG88SKF4,PHG B88,226,47,31,26,0.36,237,237,51,BB1
PHG88SKF6,PHG BX88,10,2,1,1,0.3586,240,132,51,CD9
PHG89SKF3,PHG B89,71,20,12,15,0.37,240,137,51,CC1
PHG91SKF3,PHG B91,84,28,15,19,0.419,240,145,51,CC1
PHG90SKF4,PHG B90,547,101,49,33,0.4267,240,140,51,BB1
PHG90SKF5,PHG BB90,36,6,3,6,0.91,251,251,51,CD2
PHG92SKF3,PHG B92,170,51,31,29,0.38,240,149,51,BB1
PHG92SKF5,PHG BX92,2,1,1,1,0.3749,240,149,51,CD9
PHG92SKF4,PHG BB92,7,2,1,2,0.6076,291,291,51,CD9
PHG93SKF3,PHG B93,145,40,22,24,0.39,240,154,51,CC1
PHG93SKF4,PHG BB93,59,13,4,11,0.9128,258,258,51,BC1
PHG94SKF3,PHG BB94,46,10,8,9,0.95,265,265,51,CC1
PHG94SKF2,PHG B94,185,49,31,27,0.39,240,157,51,CC1
PHG95SKF3,PHG B95,344,70,31,33,0.4376,240,162,51,BB1
PHG96SKF4,PHG BB96,4,1,1,1,0.6312,291,291,51,CD9
PHG96SKF3,PHG B96,249,70,36,32,0.4,240,167,51,BB1
PHG97SKF3,PHG BB97,132,21,6,14,0.98,269,269,51,BC1
PHG98SKF6,PHG BB98,12,2,1,2,0.99,281,281,51,CD9
PHG97SKF2,PHG B97,201,39,22,25,0.4521,240,170,51,BC1
PHG95SKF4,PHG BB95,14,5,2,4,0.6326,300,300,50,CD2
PHG98SKF2,PHG B98,256,56,27,28,0.41,240,174,51,BB1
PHG98SKF4,PHG B98 Pack x 4,2,1,1,1,,,,,CD9
PHG99SKF2,PHG B99,57,17,10,13,0.4724,240,179,51,CD1
PHG162SKF3,PHG BB162,24,4,2,3,1.62,445,445,51,CD2
PHG100SKF2,PHG B100,161,44,29,26,0.4629,240,182,51,CC1
PHG101SKF,PHG B101,25,13,6,12,0.42,240,187,51,CC1
PHG102SKF2,PHG B102,93,24,12,18,0.473,240,192,51,CC1
PHG103SKF2,PHG B103,47,12,9,9,0.4935,240,195,51,CD1
PHG103SKF3,PHG BX103,10,1,1,1,,,,,OO9
PHG104SKF3,PHG B104,37,12,8,10,0.43,240,200,51,CC1
PHG105SKF4,PHG BB105,115,25,6,19,1.06,291,291,51,BC1
PHG107SKF2,PHG B107,88,19,12,12,0.44,240,212,51,CC1
PHG105SKF3,PHG B105,324,63,29,29,0.6035,240,204,51,BB1
PHG105SKF5,PHG BX105,13,3,2,3,0.4279,240,204,51,CD9
PHG106SKF,PHG B106,44,15,10,13,0.44,240,209,51,CC1
PHG108SKF2,PHG B108,102,29,15,16,0.45,240,217,51,CC1
PHG110SKF3,PHG B110,452,57,19,26,0.46,240,225,51,BB1
PHG110SKF4,PHG BX110,6,1,1,1,0.4483,240,225,51,CD9
PHG108SKF3,PHG BB108,9,6,2,3,1.06,300,300,51,CD2
PHG111SKF,PHG B111,26,4,3,4,0.5669,240,228,51,CD2
PHG102SKF4,PHG BB102,123,26,9,17,1.03,281,281,51,BC1
PHG113SKF,PHG B113,46,12,8,8,0.475,240,245,51,CC1
PHG112SKF4,PHG B112,700,81,31,31,0.5669,240,234,51,AB1
PHG112SKF6,PHG BX112,8,2,1,2,0.4565,240,234,51,CD9
PHG114SKF2,PHG B114,58,14,5,11,0.47,240,242,51,CC1
PHG115SKF,PHG B115,33,11,9,9,0.48,240,247,51,CD1
PHG118SKF,PHG B118,151,28,13,19,0.49,240,259,51,BC1
PHG116SKF,PHG B116,43,12,10,11,0.48,240,250,51,CC1
PHG117SKF,PHG B117,12,3,3,3,0.485,240,255,51,CD2
PHG120SKF2,PHG B120,488,77,34,30,0.6,240,267,51,BB1
PHG120SKF4,PHG BX120,2,1,1,1,0.4891,240,267,51,CD9
PHG115SKF2,PHG BB115,36,6,4,6,1.16,318,318,51,CD2
PHG112SKF5,PHG BB112,159,34,4,19,1.13,310,310,51,BC1
PHG122SKF,PHG B122,72,21,13,17,0.61,240,277,51,CC1
PHG122SKF2,PHG BB122,10,3,3,3,0.7971,291,291,51,CD2
PHG123SKF,PHG B123,3,1,1,1,0.615,240,280,51,OO9
PHG109SKF,PHG B109,22,8,6,8,0.458,240,228,51,CD1
PHG123SKF2,PHG BB123,8,3,2,3,0.8027,291,291,51,CD2
PHG124SKF3,PHG B124,113,30,19,20,0.62,240,284,51,BC1
PHG125SKF,PHG B125,50,9,7,5,0.637,334,334,51,CC1
PHG126SKF,PHG B126,73,20,9,12,0.65,240,292,51,CC1
PHG127SKF2,PHG B127,4,2,1,2,,,,,CD9
PHG128SKF2,PHG B128,148,33,17,21,0.68,240,302,51,BC1
PHG128SKF3,PHG BB128,6,3,1,1,1.28,353,353,51,CD9
PHG130SKF2,PHG B130,36,8,4,7,0.7,350,350,51,CD2
PHG131SKF,PHG B131,2,1,1,1,0.6486,334,334,51,OO9
PHG132SKF,PHG B132,41,11,5,8,0.71,356,356,51,CC1
PHG133SKF,PHG B133,17,4,4,4,0.72,358,358,51,CD2
PHG133SKF2,PHG BB133,8,1,1,1,1.33,366,366,51,CD9
PHG134SKF,PHG B134,37,8,5,7,0.73,361,361,51,CD1
PHG135SKF,PHG B135,12,4,4,4,,,,,CD2
PHG135SKF2,PHG BB135,2,1,1,1,1.35,371,371,51,CD9
PHG136SKF2,PHG B136,94,26,14,16,0.74,366,366,51,CC1
PHG136SKF3,PHG BB136,10,3,3,3,,,,,CD2
PHG137SKF,PHG B137,6,2,1,2,0.678,334,334,51,CD9
PHG138SKF,PHG B138,46,10,6,8,0.76,372,372,51,CD2
PHG140SKF3,PHG B140,45,22,12,11,0.77,377,377,51,CC1
PHG141SKF,PHG B141,4,1,1,1,0.77,380,380,51,CD9
PHG141SKF2,PHG BB141,10,1,1,1,1.4644,457,457,85,CD9
PHG142SKF,PHG B142,50,12,5,9,0.77,383,383,51,CD1
PHG144SKF2,PHG B144,172,35,15,21,0.72,388,388,51,BC1
PHG146SKF,PHG B146,47,14,5,12,0.78,393,393,51,CC1
PHG148SKF,PHG B148,12,5,4,4,0.79,399,399,51,CD2
PHG150SKF4,PHG B150,81,14,6,11,0.8,404,404,51,CC1
PHG150SKF5,PHG BB150,22,2,1,2,1.47,410,410,51,BD9
PHG151SKF,PHG B151,4,1,1,1,0.63,407,407,51,OO9
PHG152SKF,PHG B152,9,4,4,4,0.81,409,409,51,CD2
PHG156SKF,PHG B156,14,4,3,4,0.65,420,420,51,CD2
PHG158SKF2,PHG B158,130,25,12,18,0.85,426,426,51,BC1
PHG158SKF3,PHG BB158,123,27,11,17,1.0303,393,393,51,AC1
PHG160SKF4,PHG B160,23,8,6,6,0.86,431,431,51,CD1
PHG162SKF2,PHG B162,1,1,1,1,0.87,436,436,51,CD9
PHG165SKF2,PHG B165,9,3,2,3,0.7884,445,445,51,CD2
PHG170SKF3,PHG B170,16,6,3,4,0.91,458,458,51,CD2
PHG173SKF3,PHG B173,22,8,5,5,0.92,466,466,51,CD2
PHG173SKF,PHG 173-L-050,30,3,1,3,0.07,12,220,30,CD9
PHG173SKF4,PHG BB173,31,7,2,7,1.72,474,474,51,CD2
PHG175SKF,PHG B175,17,2,2,2,0.93,471,471,51,CD2
PHG180SKF2,PHG B180,61,13,7,12,0.95,485,485,51,CC1
PHG187SKF3,PHG B187,5,2,2,2,0.77,504,504,51,CD9
PHG188SKF,PHG B188,10,3,1,3,1.02,307,307,85,OO9
PHG190SKF4,PHG B190,10,2,2,2,0.977,504,504,51,CD2
PHG195SKF2,PHG BB195,140,23,11,14,1.2685,393,393,51,AC1
PHG195SKF,PHG B195,21,8,3,6,1.03,525,525,51,CD1
PHG210SKF4,PHG B210,27,6,4,4,1.07,566,566,51,CD1
PHG220SKF,PHG B220,2,1,1,1,0.91,593,593,51,CD9
PHG225SKF4,PHG B225,2,1,1,1,1.1,606,606,51,CD9
PHG236SKF,PHG B236,3,1,1,1,1.2,636,636,51,OO9
PHG248SKF,PHG B248,6,3,1,3,1.1818,291,291,51,CD9
PHG270SKF5,PHG BB270,20,4,3,4,,,,,BD2
PHG300SKF10,PHG B300,15,3,1,3,1.5,488,488,85,CD9
PHG330SKF3,PHG B330,8,1,1,1,1.9,536,536,85,CD9
PHG43SKF5,PHG C43,32,7,5,7,0.31,122,122,66,CD1
PHG46SKF5,PHG C46,12,4,3,4,0.34,133,133,66,CD2
PHG47SKF5,PHG C47,35,14,8,10,0.34,133,133,66,CD1
PHG48SKF5,PHG C48,69,19,11,14,0.35,136,136,66,CC1
PHG49SKF5,PHG C49,22,12,6,7,0.35,139,139,66,CD1
PHG50SKF5,PHG C50,47,12,11,9,0.36,141,141,66,CD2
PHG50SKF6,PHG CX50,2,1,1,1,0.3409,141,141,66,CD9
PHG51SKF5,PHG C51,20,7,6,7,0.37,144,144,66,CD1
PHG53SKF5,PHG C53,63,22,8,18,0.38,149,149,66,CC1
PHG52SKF6,PHG C52,31,13,8,13,0.38,147,147,66,CC1
PHG54SKF5,PHG C54,120,32,18,19,0.39,152,152,66,CC1
PHG55SKF6,PHG C55,93,22,13,16,0.4,155,155,66,CC1
PHG56SKF5,PHG C56,106,39,20,23,0.4,157,157,66,CC1
PHG57SKF5,PHG C57,101,31,17,17,0.41,160,160,66,CC1
PHG58SKF5,PHG C58,49,15,10,12,0.42,163,163,66,CC1
PHG59SKF5,PHG C59,56,17,8,12,0.43,166,166,66,CC1
PHG59SKF6,PHG CX59,5,2,2,2,0.4022,166,166,66,OO9
PHG60SKF6,PHG C60,149,33,13,22,0.43,162,162,66,BC1
PHG61SKF5,PHG C61,49,15,10,14,0.44,164,164,66,CC1
PHG62SKF6,PHG C62,88,31,19,20,0.45,167,167,66,CC1
PHG63SKF5,PHG C63,54,16,12,13,0.45,170,170,66,CC1
PHG63SKF6,PHG CX63,2,2,1,1,0.5,176,176,66,CD9
PHG64SKF5,PHG C64,45,13,12,10,0.5461,136,136,48,CC1
PHG65SKF6,PHG C65,88,26,15,15,0.47,175,175,66,CC1
PHG66SKF5,PHG C66,144,25,10,19,0.48,178,178,66,CC1
PHG67SKF5,PHG C67,77,16,9,12,0.48,180,180,66,CC1
PHG68SKF6,PHG C68,306,65,29,29,0.49,183,183,66,BB1
PHG69SKF5,PHG C69,100,29,15,15,0.5,186,186,66,CC1
PHG70SKF6,PHG C70,213,39,16,24,0.5,189,189,66,CC1
PHG71SKF5,PHG C71,85,24,13,18,0.51,191,191,66,CC1
PHG72SKF5,PHG C72,104,28,18,19,0.52,194,194,66,CC1
PHG73SKF6,PHG C73,44,18,10,14,0.5625,197,197,66,CC1
PHG74SKF7,PHG C74,137,37,20,21,0.53,199,199,66,CC1
PHG75SKF6,PHG C75,269,62,19,31,0.54,202,202,66,BB1
PHG75SKF7,PHG CX75,20,1,1,1,0.5113,202,202,66,CD9
PHG76SKF5,PHG C76,105,29,13,18,0.55,205,205,66,BC1
PHG76SKF6,PHG CX76,4,1,1,1,,,,,CD9
PHG77SKF6,PHG C77,48,14,10,7,0.56,207,207,66,CC1
PHG78SKF5,PHG C78,91,21,13,15,0.56,210,210,66,CC1
PHG79SKF5,PHG C79,52,16,10,10,0.57,213,213,66,CC1
PHG80SKF6,PHG C80,186,53,27,27,0.58,216,216,66,BB1
PHG81SKF6,PHG C81,153,27,14,18,0.614,218,218,66,BC1
PHG82SKF6,PHG C82,138,44,20,20,0.59,221,221,66,BC1
PHG83SKF6,PHG C83,244,32,13,17,0.6,224,224,66,CD1
PHG84SKF5,PHG C84,72,21,13,17,0.683,226,226,66,CC1
PHG85SKF6,PHG C85,110,31,15,18,0.6603,229,229,66,CC1
PHG86SKF4,PHG C86,98,33,19,19,0.62,232,232,66,BC1
PHG87SKF5,PHG C87,66,22,12,14,0.63,234,234,66,CC1
PHG88SKF7,PHG C88,95,29,21,21,0.63,237,237,66,CC1
PHG89SKF5,PHG C89,46,17,11,12,0.64,240,240,66,CD1
PHG90SKF7,PHG C90,220,56,22,26,0.65,240,140,66,BC1
PHG91SKF5,PHG C91,74,19,11,14,0.76,240,156,66,CC1
PHG92SKF6,PHG C92,192,35,17,22,0.66,240,149,66,BC1
PHG93SKF6,PHG C93,74,20,13,17,0.67,240,154,66,CC1
PHG95SKF6,PHG C95,142,31,19,18,0.69,240,162,66,BC1
PHG94SKF5,PHG C94,39,11,8,10,0.68,240,157,66,CC1
PHG96SKF5,PHG C96,632,60,27,25,0.69,240,167,66,AB1
PHG96SKF6,PHG C96 Pack x 5,1,1,1,1,,,,,CD9
PHG97SKF5,PHG C97,73,18,10,12,0.7,240,170,66,CC1
PHG98SKF7,PHG C98,297,41,19,27,0.71,240,174,66,BC1
PHG99SKF4,PHG C99,10,5,5,5,0.71,240,179,66,CD1
PHG100SKF5,PHG C100,112,24,10,17,0.72,240,182,66,CC1
PHG101SKF4,PHG C101,20,5,5,5,0.73,240,187,66,CD1
PHG102SKF6,PHG C102,198,30,11,23,0.74,240,192,66,BC1
PHG103SKF4,PHG C103,6,1,1,1,0.75,280,280,66,CD9
PHG104SKF6,PHG C104,88,23,10,16,0.846,240,200,66,CC1
PHG105SKF6,PHG C105,647,94,25,31,0.7885,240,204,66,AB1
PHG105SKF7,PHG CX105,5,1,1,1,0.7158,240,204,66,CD9
PHG106SKF2,PHG C106,87,24,10,16,0.76,240,209,66,BC1
PHG108SKF5,PHG C108,60,21,10,14,0.878,240,217,66,CC1
PHG110SKF5,PHG C110,271,39,12,24,0.79,240,225,66,BC1
PHG111SKF4,PHG C111,24,10,7,9,0.818,240,240,66,CD1
PHG112SKF7,PHG C112,352,57,30,25,0.8938,240,234,66,AB1
PHG116SKF3,PHG C116,100,17,8,12,0.943,240,250,66,BC1
PHG114SKF3,PHG C114,10,3,3,3,0.927,240,242,66,CD2
PHG119SKF2,PHG C119,8,2,2,2,0.96,327,327,66,CD9
PHG118SKF3,PHG C118,162,34,14,20,0.85,318,318,66,BC1
PHG118SKF4,PHG CX118,48,3,1,3,0.8044,318,318,66,BD9
PHG115SKF4,PHG C115,128,34,18,22,0.83,240,247,66,BC1
PHG115SKF5,PHG CX115,4,1,1,1,0.784,240,247,66,OO9
PHG120SKF5,PHG C120,274,50,35,26,0.96,323,323,66,BB1
PHG122SKF3,PHG C122,91,13,8,11,1.01,329,329,66,CC1
PHG124SKF5,PHG C124,55,20,7,13,1.056,339,339,66,CC1
PHG125SKF3,PHG C125,171,30,19,18,1.025,550,550,19,BC1
PHG126SKF4,PHG C126,94,15,9,12,1.03,339,339,66,CD1
PHG126SKF5,PHG CC126,348,29,1,8,2.12,351,351,66,BD2
PHG127SKF,PHG C127,1,1,1,1,1.081,339,339,66,OO9
PHG128SKF5,PHG C128,296,53,23,24,1.04,345,345,66,BC1
PHG130SKF4,PHG C130,53,12,9,10,1.05,350,350,66,CC1
PHG132SKF4,PHG C132,40,16,10,12,1.06,356,356,66,CC1
PHG132SKF5,PHG C132 Pack x 3,4,2,1,2,,,,,CD9
PHG134SKF2,PHG C134,47,11,7,8,1.07,361,361,66,CC1
PHG135SKF3,PHG C135,73,13,3,9,1.1511,339,339,66,BD1
PHG136SKF4,PHG C136,273,40,21,25,1.08,366,366,66,AC1
PHG138SKF2,PHG C138,37,11,7,7,1.1,372,372,66,CD1
PHG140SKF4,PHG C140,176,25,18,20,1.11,377,377,66,BC1
PHG142SKF2,PHG C142,47,11,7,9,1.02,383,383,66,CC1
PHG143SKF,PHG C143,8,1,1,1,1.2054,339,339,66,OO9
PHG144SKF4,PHG C144,150,29,18,16,1.15,388,388,66,BC1
PHG145SKF2,PHG C145,2,1,1,1,1.2048,339,339,66,CD9
PHG146SKF2,PHG C146,12,6,2,5,1.19,393,393,66,CD2
PHG148SKF2,PHG C148,24,8,5,7,1.25,399,399,66,CD2
PHG150SKF6,PHG C150,117,22,11,15,1.28,404,404,66,BC1
PHG152SKF2,PHG C152,123,24,8,17,1.3,409,409,66,BC1
PHG154SKF2,PHG C154,6,1,1,1,1.35,253,253,66,CD9
PHG155SKF2,PHG C155,7,2,2,2,1.36,254,254,66,CD2
PHG156SKF3,PHG C156,12,1,1,1,1.4,256,256,66,CD9
PHG157SKF2,PHG C157,5,1,1,1,,,,,CD9
PHG158SKF4,PHG C158,74,14,9,13,1.41,426,426,66,BD1
PHG158SKF5,PHG CX158,44,5,1,5,1.138,447,447,66,BD2
PHG159SKF,PHG C159,12,2,1,2,,,,,CD9
PHG160SKF5,PHG C160,16,6,5,5,1.2492,339,339,66,CD1
PHG162SKF4,PHG C162,25,4,4,4,1.43,436,436,66,CD2
PHG162SKF5,PHG CC162,66,7,3,5,2.7,447,447,66,BC1
PHG164SKF2,PHG C164,23,9,2,7,1.4,436,436,66,CD2
PHG166SKF,PHG C166,89,8,5,8,1.2,447,447,66,CD2
PHG167SKF2,PHG C167,5,2,2,2,1.2,450,450,66,CD9
PHG168SKF,PHG C168,92,11,3,8,1.49,453,453,66,CD9
PHG173SKF5,PHG C173,70,14,9,13,1.38,466,466,66,BC1
PHG175SKF2,PHG C175,24,3,2,2,1.5,471,471,66,CD2
PHG177SKF2,PHG C177,5,7,3,6,1.56,477,477,66,CD2
PHG180SKF4,PHG C180,92,16,10,9,1.44,485,485,66,BC1
PHG185SKF3,PHG C185,3,2,2,2,1.5487,498,498,66,CD9
PHG190SKF6,PHG C190,40,8,6,6,1.72,512,512,66,CD1
PHG190SKF7,PHG D190,10,3,1,3,3.47,350,350,100,CD9
PHG195SKF3,PHG C195,9,5,3,5,1.55,525,525,66,CD9
PHG197SKF2,PHG C197,1,1,1,1,1.74,531,531,66,OO9
PHG210SKF6,PHG C210,252,28,10,14,1.67,343,343,110,BC1
PHG210SKF7,PHG CC210,7,1,1,1,2.3466,550,550,66,CD9
PHG225SKF5,PHG C225,41,8,5,8,1.84,368,110,368,CD1
PHG230SKF,PHG C230,4,1,1,1,1.9498,436,436,66,OO9
PHG236SKF2,PHG C236,2,3,1,2,1.7,385,385,110,OO9
PHG238SKF,PHG C238,16,3,1,3,2.02,389,389,110,OO9
PHG240SKF10,PHG C240,26,9,5,6,2.03,392,392,110,CC1
PHG248SKF2,PHG C248,2,1,1,1,2.05,405,405,110,OO9
PHG255SKF5,PHG C255,8,1,1,1,,,,,CD9
PHG270SKF6,PHG C270,5,3,3,3,2.31,440,440,110,CD2
PHG270SKF7,PHG CC270,7,3,1,2,3.07,447,447,66,CD9
PHG280SKF4,PHG C280,3,2,2,2,2.02,457,457,110,CD9
PHG360SKF6,PHG CC360,34,7,2,5,3.9559,600,600,100,BD2
PHG360SKF5,PHG C360,2,1,1,1,3,586,586,110,OO9
PHG128SKF7,PHG CC128,2776,159,9,35,2.08,356,356,66,AB1
PHG136SKF5,PHG CC136,537,21,2,16,1.577,393,393,51,CD9
PHG130SKF3,PHG BB130,16,4,3,4,0.8471,291,291,51,CD2
PHG335SKF,PHG 3V335,1,1,1,1,0.06,90,90,30,CD9
PHG315SKF,PHG 3V315,2,1,1,1,,,,,OO9
PHG400SKF,PHG 3V400,34,7,1,7,0.08,108,108,30,CD9
PHG400SKF2,PHG 3VX400,10,1,1,1,0.0655,108,108,30,CD9
PHG425SKF2,PHG 3VX425,3,1,1,1,0.0696,114,114,30,CD9
PHG1162SKF,PHG SPZ1162,26,7,4,7,0.09,123,123,30,CD2
PHG1180SKF10,PHG SPZ1180,5,3,2,3,0.09,125,125,30,CD2
PHG1187SKF,PHG SPZ1187,3,1,1,1,0.09,126,126,30,CD9
PHG1537SKF2,PHG XPZ1537,6,3,2,3,0.0999,163,163,30,CD9
PHG1237SKF,PHG SPZ1237,31,9,6,8,0.09,131,131,30,CD1
PHG1250SKF14,PHG SPZ1250,21,7,4,6,0.09,133,133,30,CD1
PHG1250SKF17,PHG XPZ1250,17,4,1,4,0.081,136,136,39,CD2
PHG500SKF,PHG 3V500,42,8,5,7,0.09,135,135,30,CC1
PHG3500SKF,PHG 3VX500,1,1,1,1,0.0819,135,135,30,CD9
PHG1320SKF10,PHG SPZ1320,4,2,1,2,0.1,140,140,30,CD9
PHG1387SKF,PHG SPZ1387,5,1,1,1,0.1,147,147,30,CD9
PHG475SKF,PHG 3V475,10,2,1,2,0.09,128,128,30,CD9
PHG475SKF2,PHG 3VX475,28,2,1,2,0.0778,128,128,30,CD9
PHG1287SKF,PHG SPZ1287,2,1,1,1,0.1,137,137,30,CD9
PHG530SKF,PHG 3V530,9,1,1,1,0.1,143,143,30,OO9
PHG425SKF,PHG 3V425,13,4,1,4,0.08,114,114,30,OO9
PHG450SKF,PHG 3V450,156,13,2,13,0.08,121,121,30,CC1
PHG560SKF2,PHG 3VX560,67,4,3,4,0.0917,151,151,30,CD2
PHG560SKF3,PHG 3VX560 Pack x 3,3,2,1,2,,,,,CD9
PHG1400SKF20,PHG SPZ1400,53,23,1,18,0.11,148,148,30,CC1
PHG1437SKF,PHG SPZ1437,25,3,2,3,0.11,152,152,30,CD2
PHG600SKF,PHG 3V600,6,1,1,1,0.11,162,162,30,OO9
PHG630SKF,PHG 3V630,6,1,1,1,0.12,170,170,30,OO9
PHG630SKF2,PHG 3VX630,163,27,8,15,0.19,170,170,30,CC1
PHG1600SKF15,PHG SPZ1600,5,3,1,3,0.12,170,170,30,CD9
PHG670SKF,PHG 3V670,15,4,2,4,0.13,180,180,30,CD2
PHG600SKF2,PHG 3VX600,122,27,7,18,0.0983,162,162,30,CC1
PHG670SKF2,PHG 3VX670,10,2,1,2,0.1097,180,180,30,CD9
PHG710SKF,PHG 3V710,2,2,1,1,0.13,191,191,30,OO9
PHG1700SKF7,PHG SPZ1700,38,14,2,11,0.13,180,180,30,CC1
PHG1750SKF2,PHG SPZ1750,1,1,1,1,0.13,186,186,30,CD9
PHG1800SKF9,PHG SPZ1800,16,4,3,3,0.14,191,191,30,CD2
PHG1900SKF8,PHG SPZ1900,6,3,3,3,0.14,202,202,30,CD2
PHG750SKF,PHG 3V750,36,6,2,6,0.14,202,202,30,CD2
PHG750SKF2,PHG 3VX750,89,23,2,13,0.1229,202,202,30,CC1
PHG800SKF,PHG 3V800,79,15,6,10,0.15,216,216,30,CC1
PHG800SKF2,PHG 3VX800,4,2,1,2,0.131,216,216,30,CD9
PHG2037SKF,PHG SPZ2037,26,3,2,3,0.15,216,216,30,OO9
PHG1060SKF,PHG 3V1060,3,1,1,1,0.6603,286,286,30,CD9
PHG3SKF,PHG 3V800X3,5,2,1,1,0.74,677,677,31,CD9
PHG1120SKF7,PHG 3V1120,15,2,1,2,0.21,302,302,30,OO9
PHG2500SKF5,PHG SPB2500,8,2,1,2,0.47,240,176,48,CD9
PHG280SKF2,PHG 280-XL-037,1,1,1,1,,,,,OO9
PHG950SKF,PHG 3V950,16,2,1,2,0.18,256,256,30,CD9
PHG900SKF,PHG 3V900,4,2,2,2,0.17,242,242,30,CD9
PHG1250SKF4,PHG 3V1250,120,12,1,11,0.23,337,337,30,CC1
PHG1320SKF,PHG 3V1320,20,2,2,2,0.25,356,356,30,CD9
PHG850SKF,PHG 3V850,23,4,3,4,0.16,229,229,30,CD2
PHG850SKF2,PHG 3VX850,4,1,1,1,0.1392,229,229,30,CD9
PHG1082SKF,PHG XPA1082,3,2,2,1,0.1039,115,115,39,OO9
PHG1120SKF16,PHG XPA1120,2,1,1,1,0.1075,117,117,39,CD9
PHG1400SKF22,PHG XPA1400,63,16,5,14,0.1344,148,148,39,CC1
PHG1632SKF2,PHG XPA1632,2,1,1,1,,,,,OO9
PHG2000SKF8,PHG SPA2000,3,1,1,1,0.2569,212,212,39,OO9
PHG2120SKF7,PHG XPA2120,6,1,1,1,0.2035,225,225,39,CD9
PHG530SKF4,PHG 5VX530,12,11,2,8,0.2444,143,143,48,CC1
PHG600SKF3,PHG 5V600,89,16,5,13,0.3,162,162,48,CC1
PHG600SKF4,PHG 5VX600,20,10,1,8,0.2767,162,162,48,CC1
PHG630SKF3,PHG 5V630,60,7,2,5,0.31,170,170,48,CD2
PHG670SKF3,PHG 5V670,115,13,4,11,0.33,180,180,48,CD1
PHG670SKF5,PHG 5VX670 Pack x 4,5,2,1,2,,,,,CD9
PHG2000SKF9,PHG SPB2000,10,1,1,1,0.38,212,212,48,CD9
PHG2020SKF,PHG SPB2020,6,1,1,1,0.4079,214,214,48,CD9
PHG1700SKF6,PHG SPB1700,13,2,1,2,0.32,180,180,48,CD9
PHG710SKF3,PHG 5V710,173,17,5,14,0.35,191,191,48,CC1
PHG710SKF4,PHG 5VX710,80,17,5,11,0.3274,191,191,48,CC1
PHG710SKF5,PHG 5VX710 Pack x 2,3,4,1,3,,,,,OO9
PHG2000SKF7,PHG 8V2000,89,10,6,8,2.92,539,539,75,BC1
PHG750SKF3,PHG 5V750,118,9,2,7,0.37,202,202,48,CD1
PHG750SKF6,PHG 5VX750,12,4,2,4,0.3459,202,202,48,CD2
PHG1500SKF6,PHG SPB1500,8,2,1,2,0.3112,159,159,48,CD9
PHG1525SKF,PHG SPB1525,6,1,1,1,,,,,CD9
PHG1690SKF,PHG SPB1690,4,1,1,1,,,,,CD9
PHG1250SKF8,PHG 5V1250,102,17,7,11,0.62,337,337,48,CD1
PHG1250SKF9,PHG 5V1250X3,2,1,1,1,2.4,353,353,53,CD9
PHG1320SKF3,PHG 5VX1320,14,4,2,3,0.6087,356,356,48,CD2
PHG800SKF4,PHG 5V800,35,3,2,3,0.4,216,216,48,CD2
PHG800SKF5,PHG 5VX800,98,12,3,8,0.3689,216,216,48,BC1
PHG2240SKF9,PHG XPB2240,2,1,1,1,0.4099,238,238,48,OO9
PHG850SKF5,PHG 5VX850,71,7,4,5,0.392,229,229,48,BD1
PHG850SKF6,PHG 5VX850 pack x 6,1,1,1,1,,,,,CD9
PHG2150SKF3,PHG XPB2150,12,1,1,1,0.3935,228,228,48,CD9
PHG2180SKF,PHG XPB2180,10,2,1,2,0.4026,250,250,39,CD9
PHG2500SKF3,PHG 8V2500,41,9,2,5,3.3875,404,404,125,BD2
PHG3350SKF,PHG 8V3350,109,14,2,11,4.89,541,541,125,AC1
PHG3550SKF2,PHG 8V3550,121,7,3,7,5.1,574,574,125,AD1
PHG3750SKF,PHG 8V3750,10,1,1,1,5.48,606,606,125,OO9
PHG2240SKF4,PHG SPB2240,12,5,1,4,0.4508,238,238,48,CD2
PHG2360SKF8,PHG SPB2360,59,7,1,7,0.45,240,153,48,CD1
PHG2360SKF9,PHG SPB2360 Pack x 2,6,2,1,2,,,,,CD9
PHG2360SKF11,PHG XPB2360,12,1,1,1,,,,,CD9
PHG950SKF3,PHG 5V950,113,15,2,11,0.47,256,256,48,CD2
PHG950SKF4,PHG 5VX950,31,6,2,4,0.4836,256,256,48,CD1
PHG950SKF5,PHG 5VX950 Pack x 3,3,3,1,3,,,,,CD9
PHG1600SKF10,PHG 8V1600,12,2,1,2,2.2,431,431,75,CD9
PHG1600SKF11,PHG 8V1600 Pack x 8,1,3,1,2,,,,,OO9
PHG2240SKF2,PHG 8V2240,48,10,5,6,3.27,362,362,125,BD1
PHG1000SKF5,PHG 5V1000,49,7,4,6,0.5,269,269,48,CD1
PHG1000SKF6,PHG 5VX1000,56,7,4,5,0.4612,269,269,48,BD1
PHG1000SKF8,PHG 5VX1000 Packx10,5,2,1,2,,,,,BD9
PHG2360SKF4,PHG 8V2360,52,5,2,4,3.45,381,381,125,CD9
